InvoiceID,ResID, RoomNumber, ChargeTypeID, ChargeDate, Duration, RoomTypeID, TypeName, Features, FtPrice, BasePrice, SeasonalPrice, SubTotal, DiscountAmt, DiscountPer, Total,Notes,
568,284,475,242,1,10/29/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
569,560,475,354,1,10/23/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
570,611,475,982,1,11/2/2017 0:00,7,1,Standard,Lounge level,10,100,150,1120,\N,\N,1120,\N
571,755,475,513,1,10/28/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
572,331,476,522,1,10/29/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
573,794,476,986,1,11/12/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,0,100,0,\N
574,181,477,43,1,11/13/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
575,261,478,509,1,11/5/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,\N,\N,640,\N
576,235,480,854,1,10/31/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
577,244,480,862,1,11/7/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
578,251,480,96,1,10/19/2017 0:00,7,1,Standard,Lounge level,10,100,100,770,\N,\N,770,\N
579,283,480,301,1,10/29/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
580,107,481,215,1,10/24/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
581,493,481,772,1,11/6/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
582,936,481,78,1,10/20/2017 0:00,6,1,Standard,Lounge level,10,100,100,660,\N,\N,660,\N
583,184,482,224,1,11/2/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
584,695,482,101,1,10/31/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,10,0,320,\N
585,960,482,468,1,10/23/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
586,365,483,151,1,10/30/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
587,498,483,39,1,10/28/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
588,117,484,902,1,10/21/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
589,409,484,166,1,11/13/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,\N,\N,640,\N
590,905,484,547,1,11/8/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
591,351,485,610,1,10/23/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
592,396,485,826,1,11/13/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,\N,\N,640,\N
593,685,485,779,1,11/3/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
594,710,485,723,1,10/31/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,\N,\N,440,\N
595,97,487,143,1,11/4/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
596,226,487,962,1,11/7/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
597,344,487,340,1,10/20/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,20,0,90,\N
598,890,487,117,1,10/26/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
599,256,488,810,1,11/13/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
600,37,489,458,1,10/30/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
601,218,490,279,1,11/11/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,\N,\N,960,\N
602,504,491,422,1,11/9/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,\N,\N,960,\N
603,587,491,739,1,11/2/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
604,164,492,109,1,11/9/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
605,522,492,197,1,11/5/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,10,0,150,\N
606,753,492,158,1,10/17/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
607,971,492,324,1,10/28/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
608,324,493,996,1,10/22/2017 0:00,6,1,Standard,Lounge level,10,100,100,660,\N,\N,660,\N
609,589,493,35,1,11/3/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,0,100,0,\N
610,98,494,361,1,10/30/2017 0:00,7,1,Standard,Lounge level,10,100,100,770,10,0,760,\N
611,461,494,971,1,10/22/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
612,824,495,906,1,11/5/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
613,884,495,818,1,11/11/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
614,190,496,728,1,11/8/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,0,100,0,\N
615,354,498,957,1,10/28/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
616,142,500,306,1,11/12/2017 0:00,2,1,Standard,Top floor,30,100,150,360,10,0,350,\N
617,429,500,817,1,10/26/2017 0:00,6,1,Standard,Top floor,30,100,100,780,\N,\N,780,\N
618,659,500,476,1,11/3/2017 0:00,1,1,Standard,Top floor,30,100,150,180,\N,\N,180,\N
619,707,500,844,1,10/19/2017 0:00,3,1,Standard,Top floor,30,100,100,390,\N,\N,390,\N
620,158,501,765,1,11/9/2017 0:00,4,1,Standard,Top floor,30,100,150,720,\N,\N,720,\N
621,650,502,616,1,11/5/2017 0:00,1,1,Standard,Top floor,30,100,150,180,0,100,0,\N
622,570,503,882,1,10/31/2017 0:00,3,1,Standard,Top floor,30,100,100,390,\N,\N,390,\N
623,790,504,716,1,10/18/2017 0:00,3,1,Standard,Top floor,30,100,100,390,20,0,370,\N
624,152,505,732,1,10/17/2017 0:00,1,1,Standard,Top floor,30,100,100,130,\N,\N,130,\N
625,12,506,546,1,10/24/2017 0:00,4,1,Standard,Top floor,30,100,100,520,\N,\N,520,\N
626,195,506,664,1,10/20/2017 0:00,3,1,Standard,Top floor,30,100,100,390,20,0,370,\N
627,608,506,434,1,10/17/2017 0:00,2,1,Standard,Top floor,30,100,100,260,10,0,250,\N
628,166,507,68,1,11/11/2017 0:00,1,1,Standard,Top floor,30,100,150,180,10,0,170,\N
629,664,507,17,1,10/18/2017 0:00,7,1,Standard,Top floor,30,100,100,910,10,0,900,\N
630,412,508,372,1,11/13/2017 0:00,7,1,Standard,Top floor,30,100,150,1260,10,0,1250,\N
631,677,508,418,1,10/25/2017 0:00,3,1,Standard,Top floor,30,100,100,390,40,0,350,\N
632,71,509,369,1,11/5/2017 0:00,1,1,Standard,Top floor,30,100,150,180,\N,\N,180,\N
633,147,509,308,1,10/30/2017 0:00,3,1,Standard,Top floor,30,100,100,390,\N,\N,390,\N
634,128,510,312,1,10/21/2017 0:00,6,1,Standard,Top floor,30,100,100,780,10,0,770,\N
635,549,511,544,1,10/21/2017 0:00,7,1,Standard,Top floor,30,100,100,910,\N,\N,910,\N
636,872,511,470,1,11/3/2017 0:00,5,1,Standard,Top floor,30,100,150,900,\N,\N,900,\N
637,617,512,612,1,11/11/2017 0:00,3,1,Standard,Top floor,30,100,150,540,10,0,530,\N
638,740,513,473,1,11/2/2017 0:00,6,1,Standard,Top floor,30,100,150,1080,\N,\N,1080,\N
639,944,513,720,1,10/18/2017 0:00,6,1,Standard,Top floor,30,100,100,780,10,0,770,\N
640,363,514,32,1,11/8/2017 0:00,6,1,Standard,Top floor,30,100,150,1080,\N,\N,1080,\N
641,804,514,343,1,10/18/2017 0:00,2,1,Standard,Top floor,30,100,100,260,\N,\N,260,\N
642,182,515,238,1,10/26/2017 0:00,2,1,Standard,Top floor,30,100,100,260,\N,\N,260,\N
643,552,515,272,1,11/1/2017 0:00,3,1,Standard,Top floor,30,100,150,540,\N,\N,540,\N
644,861,515,692,1,11/8/2017 0:00,6,1,Standard,Top floor,30,100,150,1080,\N,\N,1080,\N
645,702,516,557,1,11/2/2017 0:00,6,1,Standard,Top floor,30,100,150,1080,10,0,1070,\N
646,868,516,941,1,11/10/2017 0:00,3,1,Standard,Top floor,30,100,150,540,10,0,530,\N
647,662,518,249,1,10/18/2017 0:00,1,1,Standard,Top floor,30,100,100,130,\N,\N,130,\N
648,772,518,21,1,10/20/2017 0:00,4,1,Standard,Top floor,30,100,100,520,\N,\N,520,\N
649,40,519,684,1,10/25/2017 0:00,5,1,Standard,Top floor,30,100,100,650,\N,\N,650,\N
650,219,519,963,1,11/4/2017 0:00,6,1,Standard,Top floor,30,100,150,1080,\N,\N,1080,\N
651,250,519,523,1,11/12/2017 0:00,1,1,Standard,Top floor,30,100,150,180,\N,\N,180,\N
652,26,520,307,1,11/2/2017 0:00,1,1,Standard,Top floor,30,100,150,180,\N,\N,180,\N
653,325,520,167,1,11/6/2017 0:00,6,1,Standard,Top floor,30,100,150,1080,\N,\N,1080,\N
654,690,522,704,1,10/31/2017 0:00,6,1,Standard,Top floor,30,100,100,780,10,0,770,\N
655,904,524,792,1,10/20/2017 0:00,3,1,Standard,Top floor,30,100,100,390,\N,\N,390,\N
656,36,526,81,1,10/20/2017 0:00,5,1,Standard,Top floor,30,100,100,650,10,0,640,\N
657,820,526,958,1,11/11/2017 0:00,2,1,Standard,Top floor,30,100,150,360,\N,\N,360,\N
658,452,527,655,1,11/7/2017 0:00,1,1,Standard,Top floor,30,100,150,180,\N,\N,180,\N
659,852,527,33,1,10/17/2017 0:00,4,1,Standard,Top floor,30,100,100,520,\N,\N,520,\N
660,680,528,977,1,11/4/2017 0:00,6,1,Standard,Top floor,30,100,150,1080,10,0,1070,\N
661,25,529,357,1,11/2/2017 0:00,2,1,Standard,Top floor,30,100,150,360,\N,\N,360,\N
662,424,529,374,1,11/5/2017 0:00,3,1,Standard,Top floor,30,100,150,540,\N,\N,540,\N
663,961,529,77,1,11/1/2017 0:00,4,1,Standard,Top floor,30,100,150,720,10,0,710,\N
664,136,530,407,1,10/24/2017 0:00,4,1,Standard,Top floor,30,100,100,520,\N,\N,520,\N
665,385,530,242,1,11/3/2017 0:00,7,1,Standard,Top floor,30,100,150,1260,10,0,1250,\N
666,176,532,913,1,11/6/2017 0:00,1,1,Standard,Top floor,30,100,150,180,10,0,170,\N
667,732,532,699,1,11/2/2017 0:00,1,1,Standard,Top floor,30,100,150,180,20,0,160,\N
668,854,532,659,1,10/31/2017 0:00,6,1,Standard,Top floor,30,100,100,780,30,0,750,\N
669,530,533,756,1,11/13/2017 0:00,3,1,Standard,Top floor,30,100,150,540,10,0,530,\N
670,194,534,520,1,11/10/2017 0:00,2,1,Standard,Top floor,30,100,150,360,\N,\N,360,\N
671,623,534,40,1,11/9/2017 0:00,1,1,Standard,Top floor,30,100,150,180,\N,\N,180,\N
672,706,534,196,1,10/25/2017 0:00,2,1,Standard,Top floor,30,100,100,260,10,0,250,\N
673,85,536,29,1,10/21/2017 0:00,2,1,Standard,Top floor,30,100,100,260,10,0,250,\N
674,377,536,63,1,11/1/2017 0:00,6,1,Standard,Top floor,30,100,150,1080,10,0,1070,\N
675,185,537,729,1,10/30/2017 0:00,6,1,Standard,Top floor,30,100,100,780,10,0,770,\N
676,472,537,805,1,11/11/2017 0:00,7,1,Standard,Top floor,30,100,150,1260,\N,\N,1260,\N
677,647,537,411,1,10/25/2017 0:00,4,1,Standard,Top floor,30,100,100,520,\N,\N,520,\N
678,621,538,86,1,10/21/2017 0:00,6,1,Standard,Top floor,30,100,100,780,\N,\N,780,\N
679,204,539,885,1,10/20/2017 0:00,1,1,Standard,Top floor,30,100,100,130,10,0,120,\N
680,160,541,66,1,10/26/2017 0:00,2,1,Standard,Top floor,30,100,100,260,\N,\N,260,\N
681,200,541,509,1,10/22/2017 0:00,1,1,Standard,Top floor,30,100,100,130,\N,\N,130,\N
682,183,542,925,1,10/28/2017 0:00,6,1,Standard,Top floor,30,100,100,780,\N,\N,780,\N
683,701,542,316,1,10/23/2017 0:00,7,1,Standard,Top floor,30,100,100,910,10,0,900,\N
684,456,543,995,1,11/2/2017 0:00,1,1,Standard,Top floor,30,100,150,180,20,0,160,\N
685,282,544,316,1,10/28/2017 0:00,1,1,Standard,Top floor,30,100,100,130,\N,\N,130,\N
686,550,544,628,1,11/8/2017 0:00,4,1,Standard,Top floor,30,100,150,720,\N,\N,720,\N
687,829,544,285,1,10/20/2017 0:00,3,1,Standard,Top floor,30,100,100,390,\N,\N,390,\N
688,322,545,106,1,10/22/2017 0:00,1,1,Standard,Top floor,30,100,100,130,10,0,120,\N
689,374,546,108,1,10/18/2017 0:00,2,1,Standard,Top floor,30,100,100,260,\N,\N,260,\N
690,583,546,958,1,10/17/2017 0:00,1,1,Standard,Top floor,30,100,100,130,\N,\N,130,\N
691,171,547,866,1,10/20/2017 0:00,3,1,Standard,Top floor,30,100,100,390,10,0,380,\N
692,431,547,201,1,10/29/2017 0:00,3,1,Standard,Top floor,30,100,100,390,\N,\N,390,\N
693,120,548,953,1,10/25/2017 0:00,1,1,Standard,Top floor,30,100,100,130,\N,\N,130,\N
694,175,548,885,1,11/12/2017 0:00,4,1,Standard,Top floor,30,100,150,720,\N,\N,720,\N
695,773,548,242,1,10/30/2017 0:00,1,1,Standard,Top floor,30,100,100,130,\N,\N,130,\N
696,393,549,239,1,11/1/2017 0:00,7,1,Standard,Top floor,30,100,150,1260,\N,\N,1260,\N
697,856,549,228,1,10/25/2017 0:00,1,1,Standard,Top floor,30,100,100,130,\N,\N,130,\N
698,738,550,640,1,10/17/2017 0:00,3,1,Standard,Top floor,30,100,100,390,\N,\N,390,\N
699,343,552,399,1,10/21/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
700,454,553,629,1,10/21/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,10,0,210,\N
701,518,553,371,1,11/7/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,10,0,150,\N
702,847,553,251,1,11/4/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
703,929,553,156,1,10/30/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,10,0,210,\N
704,290,554,283,1,10/17/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,10,0,430,\N
705,545,554,321,1,10/30/2017 0:00,6,1,Standard,Lounge level,10,100,100,660,10,0,650,\N
706,232,555,899,1,11/1/2017 0:00,7,1,Standard,Lounge level,10,100,150,1120,\N,\N,1120,\N
707,998,555,553,1,10/28/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,10,0,430,\N
708,112,556,168,1,11/4/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,10,0,790,\N
709,72,557,286,1,10/21/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
710,84,557,250,1,11/5/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,\N,\N,640,\N
711,21,558,587,1,11/12/2017 0:00,7,1,Standard,Lounge level,10,100,150,1120,\N,\N,1120,\N
712,368,558,769,1,10/28/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,20,100,0,\N
713,658,558,572,1,10/19/2017 0:00,7,1,Standard,Lounge level,10,100,100,770,\N,\N,770,\N
714,930,558,662,1,10/27/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,0,100,0,\N
715,403,559,362,1,10/27/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
716,831,559,14,1,10/18/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
717,367,560,126,1,11/7/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
718,700,562,52,1,11/4/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
719,362,563,466,1,10/20/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
720,813,563,113,1,10/24/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
721,894,563,688,1,10/28/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
722,43,564,806,1,10/21/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
723,295,564,363,1,11/1/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
724,785,564,804,1,10/17/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,10,0,320,\N
725,863,564,590,1,11/11/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,30,0,290,\N
726,341,565,717,1,11/5/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
727,469,565,441,1,10/22/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
728,381,568,485,1,11/8/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
729,372,569,119,1,10/24/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
730,151,570,898,1,11/4/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
731,334,570,31,1,10/30/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
732,817,570,461,1,11/9/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,\N,\N,640,\N
733,968,570,359,1,10/29/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
734,61,571,41,1,10/23/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
735,70,571,125,1,10/20/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
736,485,571,202,1,11/9/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,10,0,790,\N
737,727,571,963,1,10/27/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
738,139,572,543,1,11/5/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,\N,\N,960,\N
739,213,572,30,1,11/4/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
740,245,572,17,1,10/31/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
741,260,572,261,1,10/25/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
742,713,572,454,1,10/18/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,\N,\N,440,\N
743,361,573,454,1,10/19/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
744,364,573,279,1,11/11/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
745,728,573,865,1,10/18/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
746,901,575,823,1,10/29/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
747,356,576,245,1,11/5/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
748,649,576,474,1,10/31/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,100,0,\N
749,935,577,75,1,10/24/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,\N,\N,440,\N
750,390,578,707,1,11/4/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
751,155,579,80,1,11/4/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
752,479,579,383,1,10/20/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
753,694,579,442,1,10/27/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
754,209,580,806,1,11/3/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
755,468,580,834,1,10/30/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
756,503,581,157,1,10/21/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
757,928,581,735,1,11/11/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
758,20,582,720,1,10/18/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,10,0,430,\N
759,449,583,447,1,11/10/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
760,973,583,452,1,10/20/2017 0:00,7,1,Standard,Lounge level,10,100,100,770,20,0,750,\N
761,673,584,436,1,11/4/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,10,0,150,\N
762,241,585,47,1,11/5/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
763,693,587,676,1,11/3/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,10,0,150,\N
764,698,589,963,1,10/27/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
765,515,590,225,1,10/31/2017 0:00,7,1,Standard,Lounge level,10,100,100,770,10,0,760,\N
766,103,591,17,1,10/17/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,10,0,210,\N
767,122,591,39,1,11/11/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
768,671,591,522,1,11/1/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
769,866,591,302,1,10/24/2017 0:00,6,1,Standard,Lounge level,10,100,100,660,\N,\N,660,\N
770,557,593,113,1,11/13/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,20,0,140,\N
771,708,594,134,1,11/6/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,10,0,950,\N
772,495,595,798,1,10/29/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
773,758,596,912,1,10/29/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
774,101,597,857,1,10/26/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
775,59,598,824,1,10/25/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,10,0,320,\N
776,332,598,152,1,10/29/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
777,349,598,599,1,11/6/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,10,0,150,\N
778,900,598,700,1,11/2/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
779,29,600,471,1,10/31/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
780,79,117,227,1,10/26/2017 0:00,3,2,Premium,Poolside,10,120,120,390,\N,\N,390,\N
781,197,117,447,1,10/31/2017 0:00,7,2,Premium,Poolside,10,120,120,910,\N,\N,910,\N
782,141,123,339,1,10/21/2017 0:00,1,2,Premium,Poolside,10,120,120,130,10,0,120,\N
783,63,125,194,1,11/9/2017 0:00,1,2,Premium,Poolside,10,120,170,180,10,0,170,\N
784,225,125,344,1,10/23/2017 0:00,5,2,Premium,Poolside,10,120,120,650,10,0,640,\N
785,280,217,403,1,10/22/2017 0:00,1,2,Premium,\N,\N,120,120,120,\N,\N,120,\N
786,321,217,151,1,11/5/2017 0:00,7,2,Premium,\N,\N,120,170,1190,\N,\N,1190,\N
787,815,217,96,1,10/30/2017 0:00,4,2,Premium,\N,\N,120,120,480,\N,\N,480,\N
788,309,225,21,1,11/6/2017 0:00,1,2,Premium,\N,\N,120,170,170,\N,\N,170,\N
789,523,225,561,1,11/12/2017 0:00,1,2,Premium,\N,\N,120,170,170,\N,\N,170,\N
790,882,225,882,1,10/29/2017 0:00,6,2,Premium,\N,\N,120,120,720,\N,\N,720,\N
791,734,317,985,1,11/1/2017 0:00,3,2,Premium,\N,\N,120,170,510,\N,\N,510,\N
792,927,317,593,1,11/11/2017 0:00,3,2,Premium,\N,\N,120,170,510,10,0,500,\N
793,388,321,372,1,10/20/2017 0:00,2,2,Premium,\N,\N,120,120,240,\N,\N,240,\N
794,395,323,725,1,11/11/2017 0:00,4,2,Premium,\N,\N,120,170,680,\N,\N,680,\N
795,886,323,756,1,10/31/2017 0:00,3,2,Premium,\N,\N,120,120,360,\N,\N,360,\N
796,76,325,65,1,10/20/2017 0:00,1,2,Premium,\N,\N,120,120,120,\N,\N,120,\N
797,172,325,795,1,10/22/2017 0:00,5,2,Premium,\N,\N,120,120,600,\N,\N,600,\N
798,286,325,918,1,11/2/2017 0:00,5,2,Premium,\N,\N,120,170,850,10,0,840,\N
799,267,417,522,1,10/28/2017 0:00,6,2,Premium,\N,\N,120,120,720,\N,\N,720,\N
800,741,421,411,1,11/10/2017 0:00,6,2,Premium,\N,\N,120,170,1020,\N,\N,1020,\N
801,156,423,562,1,11/2/2017 0:00,1,2,Premium,\N,\N,120,170,170,10,0,160,\N
802,264,423,188,1,11/7/2017 0:00,3,2,Premium,\N,\N,120,170,510,\N,\N,510,\N
803,337,423,573,1,10/31/2017 0:00,2,2,Premium,\N,\N,120,120,240,10,0,230,\N
804,447,423,93,1,11/13/2017 0:00,1,2,Premium,\N,\N,120,170,170,10,0,160,\N
805,540,423,224,1,10/26/2017 0:00,2,2,Premium,\N,\N,120,120,240,10,0,230,\N
806,297,425,453,1,11/3/2017 0:00,3,2,Premium,\N,\N,120,170,510,\N,\N,510,\N
807,373,425,91,1,10/24/2017 0:00,7,2,Premium,\N,\N,120,120,840,\N,\N,840,\N
808,743,425,764,1,10/20/2017 0:00,1,2,Premium,\N,\N,120,120,120,\N,\N,120,\N
809,149,517,645,1,10/25/2017 0:00,4,2,Premium,Top floor,30,120,120,600,\N,\N,600,\N
810,305,517,949,1,11/11/2017 0:00,1,2,Premium,Top floor,30,120,170,200,\N,\N,200,\N
811,915,521,190,1,11/12/2017 0:00,6,2,Premium,Top floor,30,120,170,1200,10,100,0,\N
812,11,523,812,1,11/13/2017 0:00,1,2,Premium,Top floor,30,120,170,200,\N,\N,200,\N
813,133,523,812,1,10/23/2017 0:00,6,2,Premium,Top floor,30,120,120,900,10,0,890,\N
814,918,523,444,1,11/5/2017 0:00,2,2,Premium,Top floor,30,120,170,400,\N,\N,400,\N
815,760,525,183,1,11/7/2017 0:00,1,2,Premium,Top floor,30,120,170,200,\N,\N,200,\N
816,816,135,607,1,10/21/2017 0:00,1,3,Comfort Plus,Poolside,10,140,140,150,10,0,140,\N
817,328,151,862,1,10/30/2017 0:00,1,3,Comfort Plus,Lounge level,10,140,140,150,\N,\N,150,\N
818,439,235,669,1,10/21/2017 0:00,1,3,Comfort Plus,\N,\N,140,140,140,\N,\N,140,\N
819,488,235,846,1,10/29/2017 0:00,2,3,Comfort Plus,\N,\N,140,140,280,\N,\N,280,\N
820,899,235,413,1,10/25/2017 0:00,2,3,Comfort Plus,\N,\N,140,140,280,0,100,0,\N
821,977,235,91,1,10/23/2017 0:00,6,3,Comfort Plus,\N,\N,140,140,840,\N,\N,840,\N
822,69,251,773,1,11/12/2017 0:00,6,3,Comfort Plus,\N,\N,140,190,1140,\N,\N,1140,\N
823,96,251,873,1,11/3/2017 0:00,4,3,Comfort Plus,\N,\N,140,190,760,\N,\N,760,\N
824,311,335,968,1,10/18/2017 0:00,3,3,Comfort Plus,\N,\N,140,140,420,\N,\N,420,\N
825,486,351,428,1,10/18/2017 0:00,4,3,Comfort Plus,\N,\N,140,140,560,20,0,540,\N
826,893,351,209,1,11/2/2017 0:00,5,3,Comfort Plus,\N,\N,140,190,950,10,0,940,\N
827,73,435,902,1,10/30/2017 0:00,5,3,Comfort Plus,\N,\N,140,140,700,\N,\N,700,\N
828,516,435,205,1,10/20/2017 0:00,3,3,Comfort Plus,\N,\N,140,140,420,\N,\N,420,\N
