874,455,2017-10-21,2017-10-27
877,370,2017-10-21,2017-10-28
878,216,2017-10-31,2017-11-04
879,196,2017-10-19,2017-10-23
880,133,2017-11-12,2017-11-13
881,218,2017-11-11,2017-11-14
882,225,2017-10-29,2017-11-04
884,495,2017-11-11,2017-11-13
885,369,2017-10-17,2017-10-24
886,323,2017-10-31,2017-11-03
887,472,2017-11-03,2017-11-04
889,131,2017-10-26,2017-10-28
890,487,2017-10-26,2017-10-28
891,283,2017-11-12,2017-11-17
892,307,2017-10-27,2017-10-30
893,351,2017-11-02,2017-11-07
894,563,2017-10-28,2017-10-31
895,195,2017-10-24,2017-10-30
896,364,2017-10-28,2017-10-29
897,456,2017-10-23,2017-10-24
898,300,2017-10-29,2017-11-02
899,235,2017-10-25,2017-10-27
900,598,2017-11-02,2017-11-04
901,575,2017-10-29,2017-10-29
902,364,2017-11-07,2017-11-10
903,114,2017-10-22,2017-10-29
904,524,2017-10-20,2017-10-23
905,484,2017-11-08,2017-11-08
908,171,2017-11-13,2017-11-19
910,203,2017-11-06,2017-11-07
911,355,2017-10-20,2017-10-21
914,288,2017-11-13,2017-11-19
915,521,2017-11-12,2017-11-18
918,523,2017-11-05,2017-11-07
919,345,2017-11-02,2017-11-07
920,145,2017-10-19,2017-10-22
921,430,2017-11-12,2017-11-15
922,194,2017-11-13,2017-11-17
924,567,2017-10-21,2017-10-26
927,317,2017-11-11,2017-11-14
928,581,2017-11-11,2017-11-14
929,553,2017-10-30,2017-11-01
930,558,2017-10-27,2017-10-29
933,241,2017-11-08,2017-11-13
934,231,2017-10-18,2017-10-23
935,577,2017-10-24,2017-10-28
936,481,2017-10-20,2017-10-26
937,137,2017-11-07,2017-11-12
939,344,2017-11-05,2017-11-11
940,116,2017-10-31,2017-11-03
941,382,2017-11-06,2017-11-13
942,236,2017-10-30,2017-11-01
944,513,2017-10-18,2017-10-24
945,136,2017-10-24,2017-10-28
946,280,2017-10-29,2017-11-02
947,173,2017-10-24,2017-10-30
948,415,2017-10-25,2017-10-30
949,405,2017-10-31,2017-11-04
950,411,2017-11-06,2017-11-12
951,460,2017-11-13,2017-11-19
952,213,2017-10-21,2017-10-23
953,200,2017-10-19,2017-10-21
954,460,2017-10-19,2017-10-26
956,372,2017-10-23,2017-10-27
957,311,2017-10-23,2017-10-25
958,413,2017-10-28,2017-11-02
960,482,2017-10-23,2017-10-26
961,529,2017-11-01,2017-11-05
962,282,2017-10-25,2017-10-31
963,205,2017-10-29,2017-11-01
964,464,2017-10-21,2017-10-25
965,210,2017-10-26,2017-10-28
968,570,2017-10-29,2017-11-01
969,147,2017-10-25,2017-10-25
970,332,2017-10-30,2017-11-05
971,492,2017-10-28,2017-10-29
973,583,2017-10-20,2017-10-27
975,338,2017-10-28,2017-10-28
976,147,2017-11-13,2017-11-16
977,235,2017-10-23,2017-10-29
978,344,2017-10-25,2017-10-29
979,200,2017-10-22,2017-10-26
980,310,2017-11-09,2017-11-11
981,101,2017-11-05,2017-11-08
983,248,2017-11-12,2017-11-14
984,360,2017-10-18,2017-10-19
987,177,2017-10-30,2017-10-31
989,427,2017-11-10,2017-11-15
990,586,2017-11-10,2017-11-12
991,472,2017-10-24,2017-10-28
992,179,2017-11-05,2017-11-12
993,264,2017-11-13,2017-11-20
995,426,2017-11-01,2017-11-06
996,446,2017-10-21,2017-10-28
997,404,2017-11-11,2017-11-18
998,555,2017-10-28,2017-11-01
999,188,2017-10-23,2017-10-25
